 frequency       onoise_spectrum inoise_spectrum
 3.75837404e+05  1.24542585e-08  7.86526229e-08 
 3.86812055e+05  1.19517667e-08  8.21642145e-08 
 3.98107171e+05  1.14769745e-08  8.58951546e-08 
 4.09732110e+05  1.10278879e-08  8.98582001e-08 
 4.21696503e+05  1.06026743e-08  9.40668468e-08 
 4.34010264e+05  1.01996498e-08  9.85353757e-08 
 4.46683592e+05  9.81726718e-09  1.03278901e-07 
 4.59726989e+05  9.45410465e-09  1.08313421e-07 
 4.73151259e+05  9.10885559e-09  1.13655876e-07 
 4.86967525e+05  8.78031897e-09  1.19324201e-07 
 5.01187234e+05  8.46739050e-09  1.25337388e-07 
 5.15822165e+05  8.16905447e-09  1.31715554e-07 
 5.30884444e+05  7.88437619e-09  1.38480004e-07 
 5.46386550e+05  7.61249516e-09  1.45653306e-07 
 5.62341325e+05  7.35261862e-09  1.53259366e-07 
 5.78761988e+05  7.10401579e-09  1.61323509e-07 
 5.95662144e+05  6.86601255e-09  1.69872563e-07 
 6.13055792e+05  6.63798651e-09  1.78934950e-07 
 6.30957344e+05  6.41936260e-09  1.88540780e-07 
 6.49381632e+05  6.20960895e-09  1.98721955e-07 
 6.68343918e+05  6.00823326e-09  2.09512270e-07 
 6.87859912e+05  5.81477932e-09  2.20947532e-07 
 7.07945784e+05  5.62882399e-09  2.33065674e-07 
 7.28618175e+05  5.44997438e-09  2.45906886e-07 
 7.49894209e+05  5.27786526e-09  2.59513744e-07 
 7.71791516e+05  5.11215678e-09  2.73931356e-07 
 7.94328235e+05  4.95253231e-09  2.89207511e-07 
 8.17523038e+05  4.79869654e-09  3.05392836e-07 
 8.41395142e+05  4.65037372e-09  3.22540966e-07 
 8.65964323e+05  4.50730603e-09  3.40708720e-07 
 8.91250938e+05  4.36925219e-09  3.59956292e-07 
 9.17275935e+05  4.23598609e-09  3.80347452e-07 
