 time            v(vin)          v(b1_base)      v(b1_emitter)   v(b1_collector) v(b1_out)      
 2.38280000e-04  2.50099729e+00  1.13020256e+00  3.36435950e-01  3.36136715e+00  3.36136715e+00 
 2.39280000e-04  2.50099773e+00  1.13020298e+00  3.36436345e-01  3.36136523e+00  3.36136523e+00 
 2.40280000e-04  2.50099814e+00  1.13020337e+00  3.36436703e-01  3.36136349e+00  3.36136349e+00 
 2.41280000e-04  2.50099850e+00  1.13020372e+00  3.36437025e-01  3.36136192e+00  3.36136192e+00 
 2.42280000e-04  2.50099882e+00  1.13020403e+00  3.36437311e-01  3.36136053e+00  3.36136053e+00 
 2.43280000e-04  2.50099911e+00  1.13020430e+00  3.36437560e-01  3.36135931e+00  3.36135931e+00 
 2.44280000e-04  2.50099935e+00  1.13020454e+00  3.36437773e-01  3.36135828e+00  3.36135828e+00 
 2.45280000e-04  2.50099956e+00  1.13020473e+00  3.36437950e-01  3.36135742e+00  3.36135742e+00 
 2.46280000e-04  2.50099973e+00  1.13020488e+00  3.36438091e-01  3.36135673e+00  3.36135673e+00 
 2.47280000e-04  2.50099985e+00  1.13020499e+00  3.36438195e-01  3.36135623e+00  3.36135623e+00 
 2.48280000e-04  2.50099994e+00  1.13020507e+00  3.36438262e-01  3.36135590e+00  3.36135590e+00 
 2.49280000e-04  2.50099999e+00  1.13020510e+00  3.36438294e-01  3.36135574e+00  3.36135574e+00 
 2.50280000e-04  2.50100000e+00  1.13020509e+00  3.36438288e-01  3.36135577e+00  3.36135577e+00 
 2.51280000e-04  2.50099997e+00  1.13020505e+00  3.36438247e-01  3.36135597e+00  3.36135597e+00 
 2.52280000e-04  2.50099990e+00  1.13020496e+00  3.36438169e-01  3.36135635e+00  3.36135635e+00 
 2.53280000e-04  2.50099979e+00  1.13020484e+00  3.36438055e-01  3.36135690e+00  3.36135690e+00 
 2.54280000e-04  2.50099964e+00  1.13020468e+00  3.36437904e-01  3.36135764e+00  3.36135764e+00 
 2.55280000e-04  2.50099945e+00  1.13020447e+00  3.36437717e-01  3.36135855e+00  3.36135855e+00 
 2.56280000e-04  2.50099922e+00  1.13020423e+00  3.36437494e-01  3.36135963e+00  3.36135963e+00 
 2.57280000e-04  2.50099895e+00  1.13020395e+00  3.36437234e-01  3.36136089e+00  3.36136089e+00 
 2.58280000e-04  2.50099865e+00  1.13020363e+00  3.36436938e-01  3.36136233e+00  3.36136233e+00 
 2.59280000e-04  2.50099830e+00  1.13020327e+00  3.36436606e-01  3.36136395e+00  3.36136395e+00 
 2.60280000e-04  2.50099791e+00  1.13020287e+00  3.36436237e-01  3.36136574e+00  3.36136574e+00 
 2.61280000e-04  2.50099749e+00  1.13020243e+00  3.36435832e-01  3.36136771e+00  3.36136771e+00 
 2.62280000e-04  2.50099702e+00  1.13020195e+00  3.36435391e-01  3.36136986e+00  3.36136986e+00 
 2.63280000e-04  2.50099652e+00  1.13020143e+00  3.36434914e-01  3.36137218e+00  3.36137218e+00 
 2.64280000e-04  2.50099598e+00  1.13020087e+00  3.36434400e-01  3.36137468e+00  3.36137468e+00 
 2.65280000e-04  2.50099539e+00  1.13020028e+00  3.36433850e-01  3.36137736e+00  3.36137736e+00 
 2.66280000e-04  2.50099477e+00  1.13019964e+00  3.36433264e-01  3.36138021e+00  3.36138021e+00 
 2.67280000e-04  2.50099411e+00  1.13019897e+00  3.36432641e-01  3.36138323e+00  3.36138323e+00 
 2.68280000e-04  2.50099341e+00  1.13019825e+00  3.36431983e-01  3.36138644e+00  3.36138644e+00 
 2.69280000e-04  2.50099267e+00  1.13019750e+00  3.36431288e-01  3.36138982e+00  3.36138982e+00 
 2.70280000e-04  2.50099189e+00  1.13019670e+00  3.36430557e-01  3.36139337e+00  3.36139337e+00 
 2.71280000e-04  2.50099107e+00  1.13019587e+00  3.36429791e-01  3.36139710e+00  3.36139710e+00 
 2.72280000e-04  2.50099022e+00  1.13019500e+00  3.36428988e-01  3.36140101e+00  3.36140101e+00 
 2.73280000e-04  2.50098932e+00  1.13019409e+00  3.36428149e-01  3.36140509e+00  3.36140509e+00 
 2.74280000e-04  2.50098839e+00  1.13019314e+00  3.36427274e-01  3.36140934e+00  3.36140934e+00 
 2.75280000e-04  2.50098741e+00  1.13019215e+00  3.36426363e-01  3.36141377e+00  3.36141377e+00 
 2.76280000e-04  2.50098640e+00  1.13019113e+00  3.36425417e-01  3.36141838e+00  3.36141838e+00 
 2.77280000e-04  2.50098535e+00  1.13019006e+00  3.36424434e-01  3.36142316e+00  3.36142316e+00 
 2.78280000e-04  2.50098425e+00  1.13018895e+00  3.36423416e-01  3.36142811e+00  3.36142811e+00 
 2.79280000e-04  2.50098312e+00  1.13018781e+00  3.36422362e-01  3.36143324e+00  3.36143324e+00 
 2.80280000e-04  2.50098196e+00  1.13018663e+00  3.36421272e-01  3.36143854e+00  3.36143854e+00 
 2.81280000e-04  2.50098075e+00  1.13018541e+00  3.36420146e-01  3.36144402e+00  3.36144402e+00 
 2.82280000e-04  2.50097950e+00  1.13018415e+00  3.36418985e-01  3.36144967e+00  3.36144967e+00 
 2.83280000e-04  2.50097822e+00  1.13018285e+00  3.36417788e-01  3.36145549e+00  3.36145549e+00 
 2.84280000e-04  2.50097689e+00  1.13018151e+00  3.36416555e-01  3.36146149e+00  3.36146149e+00 
 2.85280000e-04  2.50097553e+00  1.13018013e+00  3.36415287e-01  3.36146766e+00  3.36146766e+00 
 2.86280000e-04  2.50097413e+00  1.13017872e+00  3.36413984e-01  3.36147400e+00  3.36147400e+00 
 2.87280000e-04  2.50097269e+00  1.13017727e+00  3.36412645e-01  3.36148051e+00  3.36148051e+00 
 2.88280000e-04  2.50097121e+00  1.13017577e+00  3.36411271e-01  3.36148720e+00  3.36148720e+00 
 2.89280000e-04  2.50096970e+00  1.13017424e+00  3.36409861e-01  3.36149405e+00  3.36149405e+00 
 2.90280000e-04  2.50096814e+00  1.13017268e+00  3.36408416e-01  3.36150108e+00  3.36150108e+00 
 2.91280000e-04  2.50096655e+00  1.13017107e+00  3.36406936e-01  3.36150828e+00  3.36150828e+00 
 2.92280000e-04  2.50096492e+00  1.13016943e+00  3.36405421e-01  3.36151565e+00  3.36151565e+00 
 2.93280000e-04  2.50096325e+00  1.13016774e+00  3.36403871e-01  3.36152319e+00  3.36152319e+00 
 2.94280000e-04  2.50096155e+00  1.13016602e+00  3.36402286e-01  3.36153091e+00  3.36153091e+00 
 2.95280000e-04  2.50095980e+00  1.13016427e+00  3.36400665e-01  3.36153879e+00  3.36153879e+00 
 2.96280000e-04  2.50095802e+00  1.13016247e+00  3.36399010e-01  3.36154684e+00  3.36154684e+00 
 2.97280000e-04  2.50095620e+00  1.13016063e+00  3.36397320e-01  3.36155506e+00  3.36155506e+00 
 2.98280000e-04  2.50095434e+00  1.13015876e+00  3.36395596e-01  3.36156345e+00  3.36156345e+00 
 2.99280000e-04  2.50095244e+00  1.13015685e+00  3.36393836e-01  3.36157201e+00  3.36157201e+00 
 3.00280000e-04  2.50095051e+00  1.13015491e+00  3.36392042e-01  3.36158074e+00  3.36158074e+00 
 3.01280000e-04  2.50094854e+00  1.13015292e+00  3.36390214e-01  3.36158963e+00  3.36158963e+00 
 3.02280000e-04  2.50094653e+00  1.13015090e+00  3.36388351e-01  3.36159870e+00  3.36159870e+00 
 3.03280000e-04  2.50094449e+00  1.13014884e+00  3.36386453e-01  3.36160793e+00  3.36160793e+00 
 3.04280000e-04  2.50094240e+00  1.13014675e+00  3.36384522e-01  3.36161732e+00  3.36161732e+00 
 3.05280000e-04  2.50094028e+00  1.13014461e+00  3.36382556e-01  3.36162689e+00  3.36162689e+00 
 3.06280000e-04  2.50093813e+00  1.13014244e+00  3.36380555e-01  3.36163662e+00  3.36163662e+00 
 3.07280000e-04  2.50093593e+00  1.13014023e+00  3.36378521e-01  3.36164652e+00  3.36164652e+00 
 3.08280000e-04  2.50093370e+00  1.13013799e+00  3.36376453e-01  3.36165658e+00  3.36165658e+00 
 3.09280000e-04  2.50093143e+00  1.13013571e+00  3.36374350e-01  3.36166681e+00  3.36166681e+00 
 3.10280000e-04  2.50092913e+00  1.13013339e+00  3.36372214e-01  3.36167720e+00  3.36167720e+00 
 3.11280000e-04  2.50092679e+00  1.13013103e+00  3.36370045e-01  3.36168775e+00  3.36168775e+00 
 3.12280000e-04  2.50092441e+00  1.13012864e+00  3.36367841e-01  3.36169847e+00  3.36169847e+00 
 3.13280000e-04  2.50092199e+00  1.13012622e+00  3.36365604e-01  3.36170936e+00  3.36170936e+00 
 3.14280000e-04  2.50091954e+00  1.13012375e+00  3.36363333e-01  3.36172040e+00  3.36172040e+00 
 3.15280000e-04  2.50091705e+00  1.13012125e+00  3.36361029e-01  3.36173161e+00  3.36173161e+00 
 3.16280000e-04  2.50091453e+00  1.13011871e+00  3.36358692e-01  3.36174298e+00  3.36174298e+00 
 3.17280000e-04  2.50091197e+00  1.13011614e+00  3.36356321e-01  3.36175452e+00  3.36175452e+00 
 3.18280000e-04  2.50090938e+00  1.13011353e+00  3.36353917e-01  3.36176621e+00  3.36176621e+00 
 3.19280000e-04  2.50090674e+00  1.13011089e+00  3.36351480e-01  3.36177807e+00  3.36177807e+00 
 3.20280000e-04  2.50090408e+00  1.13010821e+00  3.36349011e-01  3.36179008e+00  3.36179008e+00 
 3.21280000e-04  2.50090137e+00  1.13010549e+00  3.36346508e-01  3.36180226e+00  3.36180226e+00 
 3.22280000e-04  2.50089863e+00  1.13010274e+00  3.36343973e-01  3.36181459e+00  3.36181459e+00 
 3.23280000e-04  2.50089586e+00  1.13009995e+00  3.36341405e-01  3.36182708e+00  3.36182708e+00 
 3.24280000e-04  2.50089305e+00  1.13009713e+00  3.36338804e-01  3.36183974e+00  3.36183974e+00 
 3.25280000e-04  2.50089021e+00  1.13009427e+00  3.36336171e-01  3.36185254e+00  3.36185254e+00 
 3.26280000e-04  2.50088733e+00  1.13009138e+00  3.36333506e-01  3.36186551e+00  3.36186551e+00 
 3.27280000e-04  2.50088441e+00  1.13008845e+00  3.36330808e-01  3.36187864e+00  3.36187864e+00 
 3.28280000e-04  2.50088146e+00  1.13008549e+00  3.36328078e-01  3.36189192e+00  3.36189192e+00 
 3.29280000e-04  2.50087848e+00  1.13008249e+00  3.36325317e-01  3.36190535e+00  3.36190535e+00 
 3.30280000e-04  2.50087546e+00  1.13007946e+00  3.36322523e-01  3.36191894e+00  3.36191894e+00 
 3.31280000e-04  2.50087240e+00  1.13007640e+00  3.36319697e-01  3.36193269e+00  3.36193269e+00 
 3.32280000e-04  2.50086932e+00  1.13007330e+00  3.36316840e-01  3.36194659e+00  3.36194659e+00 
 3.33280000e-04  2.50086619e+00  1.13007016e+00  3.36313951e-01  3.36196064e+00  3.36196064e+00 
 3.34280000e-04  2.50086304e+00  1.13006699e+00  3.36311031e-01  3.36197485e+00  3.36197485e+00 
 3.35280000e-04  2.50085985e+00  1.13006379e+00  3.36308080e-01  3.36198921e+00  3.36198921e+00 
 3.36280000e-04  2.50085662e+00  1.13006055e+00  3.36305097e-01  3.36200372e+00  3.36200372e+00 
 3.37280000e-04  2.50085336e+00  1.13005728e+00  3.36302083e-01  3.36201838e+00  3.36201838e+00 
 3.38280000e-04  2.50085007e+00  1.13005398e+00  3.36299038e-01  3.36203319e+00  3.36203319e+00 
 3.39280000e-04  2.50084674e+00  1.13005064e+00  3.36295962e-01  3.36204816e+00  3.36204816e+00 
 3.40280000e-04  2.50084338e+00  1.13004727e+00  3.36292856e-01  3.36206327e+00  3.36206327e+00 
 3.41280000e-04  2.50083999e+00  1.13004386e+00  3.36289718e-01  3.36207853e+00  3.36207853e+00 
 3.42280000e-04  2.50083657e+00  1.13004042e+00  3.36286551e-01  3.36209394e+00  3.36209394e+00 
 3.43280000e-04  2.50083311e+00  1.13003695e+00  3.36283353e-01  3.36210950e+00  3.36210950e+00 
 3.44280000e-04  2.50082961e+00  1.13003345e+00  3.36280124e-01  3.36212521e+00  3.36212521e+00 
 3.45280000e-04  2.50082609e+00  1.13002991e+00  3.36276866e-01  3.36214106e+00  3.36214106e+00 
 3.46280000e-04  2.50082253e+00  1.13002635e+00  3.36273577e-01  3.36215706e+00  3.36215706e+00 
 3.47280000e-04  2.50081894e+00  1.13002274e+00  3.36270259e-01  3.36217320e+00  3.36217320e+00 
 3.48280000e-04  2.50081532e+00  1.13001911e+00  3.36266911e-01  3.36218949e+00  3.36218949e+00 
 3.49280000e-04  2.50081167e+00  1.13001544e+00  3.36263533e-01  3.36220592e+00  3.36220592e+00 
 3.50280000e-04  2.50080798e+00  1.13001175e+00  3.36260126e-01  3.36222250e+00  3.36222250e+00 
 3.51280000e-04  2.50080426e+00  1.13000802e+00  3.36256689e-01  3.36223922e+00  3.36223922e+00 
 3.52280000e-04  2.50080051e+00  1.13000426e+00  3.36253224e-01  3.36225608e+00  3.36225608e+00 
 3.53280000e-04  2.50079673e+00  1.13000046e+00  3.36249729e-01  3.36227308e+00  3.36227308e+00 
 3.54280000e-04  2.50079292e+00  1.12999664e+00  3.36246205e-01  3.36229022e+00  3.36229022e+00 
 3.55280000e-04  2.50078908e+00  1.12999278e+00  3.36242653e-01  3.36230751e+00  3.36230751e+00 
 3.56280000e-04  2.50078520e+00  1.12998890e+00  3.36239072e-01  3.36232493e+00  3.36232493e+00 
 3.57280000e-04  2.50078129e+00  1.12998498e+00  3.36235462e-01  3.36234249e+00  3.36234249e+00 
 3.58280000e-04  2.50077736e+00  1.12998103e+00  3.36231824e-01  3.36236019e+00  3.36236019e+00 
 3.59280000e-04  2.50077339e+00  1.12997705e+00  3.36228158e-01  3.36237803e+00  3.36237803e+00 
 3.60280000e-04  2.50076939e+00  1.12997304e+00  3.36224463e-01  3.36239600e+00  3.36239600e+00 
 3.61280000e-04  2.50076536e+00  1.12996900e+00  3.36220741e-01  3.36241411e+00  3.36241411e+00 
 3.62280000e-04  2.50076130e+00  1.12996493e+00  3.36216991e-01  3.36243235e+00  3.36243235e+00 
 3.63280000e-04  2.50075721e+00  1.12996083e+00  3.36213213e-01  3.36245073e+00  3.36245073e+00 
 3.64280000e-04  2.50075310e+00  1.12995671e+00  3.36209408e-01  3.36246924e+00  3.36246924e+00 
 3.65280000e-04  2.50074895e+00  1.12995255e+00  3.36205576e-01  3.36248789e+00  3.36248789e+00 
 3.66280000e-04  2.50074477e+00  1.12994836e+00  3.36201716e-01  3.36250666e+00  3.36250666e+00 
 3.67280000e-04  2.50074056e+00  1.12994414e+00  3.36197829e-01  3.36252557e+00  3.36252557e+00 
 3.68280000e-04  2.50073632e+00  1.12993989e+00  3.36193915e-01  3.36254461e+00  3.36254461e+00 
 3.69280000e-04  2.50073206e+00  1.12993562e+00  3.36189975e-01  3.36256378e+00  3.36256378e+00 
 3.70280000e-04  2.50072776e+00  1.12993131e+00  3.36186008e-01  3.36258308e+00  3.36258308e+00 
 3.71280000e-04  2.50072344e+00  1.12992698e+00  3.36182015e-01  3.36260251e+00  3.36260251e+00 
 3.72280000e-04  2.50071909e+00  1.12992261e+00  3.36177995e-01  3.36262206e+00  3.36262206e+00 
 3.73280000e-04  2.50071471e+00  1.12991822e+00  3.36173950e-01  3.36264175e+00  3.36264175e+00 
 3.74280000e-04  2.50071030e+00  1.12991380e+00  3.36169878e-01  3.36266156e+00  3.36266156e+00 
 3.75280000e-04  2.50070586e+00  1.12990936e+00  3.36165781e-01  3.36268149e+00  3.36268149e+00 
 3.76280000e-04  2.50070140e+00  1.12990488e+00  3.36161658e-01  3.36270155e+00  3.36270155e+00 
 3.77280000e-04  2.50069690e+00  1.12990038e+00  3.36157509e-01  3.36272173e+00  3.36272173e+00 
 3.78280000e-04  2.50069238e+00  1.12989585e+00  3.36153335e-01  3.36274204e+00  3.36274204e+00 
 3.79280000e-04  2.50068784e+00  1.12989129e+00  3.36149137e-01  3.36276246e+00  3.36276246e+00 
 3.80280000e-04  2.50068326e+00  1.12988671e+00  3.36144913e-01  3.36278301e+00  3.36278301e+00 
 3.81280000e-04  2.50067866e+00  1.12988210e+00  3.36140664e-01  3.36280368e+00  3.36280368e+00 
 3.82280000e-04  2.50067403e+00  1.12987746e+00  3.36136391e-01  3.36282447e+00  3.36282447e+00 
 3.83280000e-04  2.50066938e+00  1.12987280e+00  3.36132093e-01  3.36284538e+00  3.36284538e+00 
 3.84280000e-04  2.50066470e+00  1.12986811e+00  3.36127771e-01  3.36286641e+00  3.36286641e+00 
 3.85280000e-04  2.50065999e+00  1.12986339e+00  3.36123425e-01  3.36288755e+00  3.36288755e+00 
 3.86280000e-04  2.50065526e+00  1.12985865e+00  3.36119055e-01  3.36290881e+00  3.36290881e+00 
 3.87280000e-04  2.50065050e+00  1.12985388e+00  3.36114661e-01  3.36293019e+00  3.36293019e+00 
 3.88280000e-04  2.50064571e+00  1.12984909e+00  3.36110244e-01  3.36295168e+00  3.36295168e+00 
 3.89280000e-04  2.50064090e+00  1.12984427e+00  3.36105803e-01  3.36297328e+00  3.36297328e+00 
 3.90280000e-04  2.50063607e+00  1.12983942e+00  3.36101339e-01  3.36299500e+00  3.36299500e+00 
 3.91280000e-04  2.50063121e+00  1.12983455e+00  3.36096852e-01  3.36301683e+00  3.36301683e+00 
 3.92280000e-04  2.50062632e+00  1.12982966e+00  3.36092342e-01  3.36303877e+00  3.36303877e+00 
 3.93280000e-04  2.50062141e+00  1.12982474e+00  3.36087809e-01  3.36306082e+00  3.36306082e+00 
 3.94280000e-04  2.50061648e+00  1.12981979e+00  3.36083254e-01  3.36308298e+00  3.36308298e+00 
 3.95280000e-04  2.50061152e+00  1.12981483e+00  3.36078676e-01  3.36310525e+00  3.36310525e+00 
 3.96280000e-04  2.50060653e+00  1.12980983e+00  3.36074076e-01  3.36312763e+00  3.36312763e+00 
 3.97280000e-04  2.50060153e+00  1.12980482e+00  3.36069455e-01  3.36315012e+00  3.36315012e+00 
 3.98280000e-04  2.50059649e+00  1.12979978e+00  3.36064811e-01  3.36317271e+00  3.36317271e+00 
 3.99280000e-04  2.50059144e+00  1.12979471e+00  3.36060146e-01  3.36319540e+00  3.36319540e+00 
 4.00280000e-04  2.50058636e+00  1.12978963e+00  3.36055459e-01  3.36321821e+00  3.36321821e+00 
 4.01280000e-04  2.50058126e+00  1.12978452e+00  3.36050751e-01  3.36324111e+00  3.36324111e+00 
 4.02280000e-04  2.50057614e+00  1.12977939e+00  3.36046022e-01  3.36326412e+00  3.36326412e+00 
 4.03280000e-04  2.50057099e+00  1.12977423e+00  3.36041272e-01  3.36328722e+00  3.36328722e+00 
 4.04280000e-04  2.50056582e+00  1.12976905e+00  3.36036502e-01  3.36331043e+00  3.36331043e+00 
 4.05280000e-04  2.50056063e+00  1.12976385e+00  3.36031711e-01  3.36333374e+00  3.36333374e+00 
 4.06280000e-04  2.50055541e+00  1.12975863e+00  3.36026899e-01  3.36335715e+00  3.36335715e+00 
 4.07280000e-04  2.50055018e+00  1.12975339e+00  3.36022068e-01  3.36338066e+00  3.36338066e+00 
 4.08280000e-04  2.50054492e+00  1.12974812e+00  3.36017216e-01  3.36340426e+00  3.36340426e+00 
 4.09280000e-04  2.50053964e+00  1.12974284e+00  3.36012345e-01  3.36342796e+00  3.36342796e+00 
 4.10280000e-04  2.50053434e+00  1.12973753e+00  3.36007454e-01  3.36345175e+00  3.36345175e+00 
 4.11280000e-04  2.50052902e+00  1.12973220e+00  3.36002544e-01  3.36347564e+00  3.36347564e+00 
 4.12280000e-04  2.50052368e+00  1.12972685e+00  3.35997615e-01  3.36349962e+00  3.36349962e+00 
 4.13280000e-04  2.50051831e+00  1.12972148e+00  3.35992666e-01  3.36352369e+00  3.36352369e+00 
 4.14280000e-04  2.50051293e+00  1.12971609e+00  3.35987699e-01  3.36354786e+00  3.36354786e+00 
 4.15280000e-04  2.50050753e+00  1.12971068e+00  3.35982714e-01  3.36357211e+00  3.36357211e+00 
 4.16280000e-04  2.50050210e+00  1.12970525e+00  3.35977710e-01  3.36359646e+00  3.36359646e+00 
 4.17280000e-04  2.50049666e+00  1.12969980e+00  3.35972687e-01  3.36362089e+00  3.36362089e+00 
 4.18280000e-04  2.50049120e+00  1.12969433e+00  3.35967647e-01  3.36364541e+00  3.36364541e+00 
 4.19280000e-04  2.50048571e+00  1.12968884e+00  3.35962589e-01  3.36367002e+00  3.36367002e+00 
 4.20280000e-04  2.50048021e+00  1.12968333e+00  3.35957514e-01  3.36369471e+00  3.36369471e+00 
 4.21280000e-04  2.50047469e+00  1.12967780e+00  3.35952421e-01  3.36371949e+00  3.36371949e+00 
 4.22280000e-04  2.50046915e+00  1.12967225e+00  3.35947310e-01  3.36374435e+00  3.36374435e+00 
 4.23280000e-04  2.50046359e+00  1.12966669e+00  3.35942183e-01  3.36376930e+00  3.36376930e+00 
 4.24280000e-04  2.50045802e+00  1.12966111e+00  3.35937039e-01  3.36379432e+00  3.36379432e+00 
 4.25280000e-04  2.50045242e+00  1.12965550e+00  3.35931879e-01  3.36381943e+00  3.36381943e+00 
 4.26280000e-04  2.50044681e+00  1.12964989e+00  3.35926702e-01  3.36384461e+00  3.36384461e+00 
 4.27280000e-04  2.50044118e+00  1.12964425e+00  3.35921509e-01  3.36386988e+00  3.36386988e+00 
 4.28280000e-04  2.50043553e+00  1.12963860e+00  3.35916300e-01  3.36389522e+00  3.36389522e+00 
 4.29280000e-04  2.50042987e+00  1.12963293e+00  3.35911075e-01  3.36392064e+00  3.36392064e+00 
 4.30280000e-04  2.50042419e+00  1.12962724e+00  3.35905835e-01  3.36394613e+00  3.36394613e+00 
 4.31280000e-04  2.50041849e+00  1.12962153e+00  3.35900579e-01  3.36397170e+00  3.36397170e+00 
 4.32280000e-04  2.50041277e+00  1.12961581e+00  3.35895308e-01  3.36399734e+00  3.36399734e+00 
 4.33280000e-04  2.50040704e+00  1.12961008e+00  3.35890022e-01  3.36402306e+00  3.36402306e+00 
 4.34280000e-04  2.50040130e+00  1.12960432e+00  3.35884722e-01  3.36404885e+00  3.36404885e+00 
 4.35280000e-04  2.50039553e+00  1.12959856e+00  3.35879407e-01  3.36407471e+00  3.36407471e+00 
 4.36280000e-04  2.50038975e+00  1.12959277e+00  3.35874078e-01  3.36410063e+00  3.36410063e+00 
 4.37280000e-04  2.50038396e+00  1.12958697e+00  3.35868734e-01  3.36412663e+00  3.36412663e+00 
 4.38280000e-04  2.50037815e+00  1.12958116e+00  3.35863377e-01  3.36415269e+00  3.36415269e+00 
 4.39280000e-04  2.50037233e+00  1.12957533e+00  3.35858006e-01  3.36417882e+00  3.36417882e+00 
 4.40280000e-04  2.50036649e+00  1.12956948e+00  3.35852622e-01  3.36420502e+00  3.36420502e+00 
 4.41280000e-04  2.50036064e+00  1.12956363e+00  3.35847224e-01  3.36423128e+00  3.36423128e+00 
 4.42280000e-04  2.50035477e+00  1.12955775e+00  3.35841813e-01  3.36425760e+00  3.36425760e+00 
 4.43280000e-04  2.50034889e+00  1.12955187e+00  3.35836390e-01  3.36428399e+00  3.36428399e+00 
 4.44280000e-04  2.50034299e+00  1.12954597e+00  3.35830953e-01  3.36431043e+00  3.36431043e+00 
 4.45280000e-04  2.50033708e+00  1.12954005e+00  3.35825505e-01  3.36433694e+00  3.36433694e+00 
 4.46280000e-04  2.50033116e+00  1.12953413e+00  3.35820044e-01  3.36436351e+00  3.36436351e+00 
 4.47280000e-04  2.50032522e+00  1.12952819e+00  3.35814572e-01  3.36439013e+00  3.36439013e+00 
 4.48280000e-04  2.50031928e+00  1.12952223e+00  3.35809087e-01  3.36441681e+00  3.36441681e+00 
 4.49280000e-04  2.50031332e+00  1.12951627e+00  3.35803591e-01  3.36444355e+00  3.36444355e+00 
 4.50280000e-04  2.50030734e+00  1.12951029e+00  3.35798084e-01  3.36447035e+00  3.36447035e+00 
 4.51280000e-04  2.50030136e+00  1.12950430e+00  3.35792566e-01  3.36449719e+00  3.36449719e+00 
 4.52280000e-04  2.50029536e+00  1.12949830e+00  3.35787036e-01  3.36452409e+00  3.36452409e+00 
 4.53280000e-04  2.50028935e+00  1.12949229e+00  3.35781497e-01  3.36455104e+00  3.36455104e+00 
 4.54280000e-04  2.50028333e+00  1.12948626e+00  3.35775946e-01  3.36457805e+00  3.36457805e+00 
 4.55280000e-04  2.50027730e+00  1.12948023e+00  3.35770386e-01  3.36460510e+00  3.36460510e+00 
