 time            v(vin)          v(b1_collector) v(b2_collector) v(vout_drv)     v(vfilt1)       v(vout_final)   i(vdd)         
 7.11400000e-04  2.49902927e+00  4.55629786e+00  4.48902265e+00  2.43906964e+00  2.43988280e+00  2.44030888e+00 -2.20976864e-05 
 7.16400000e-04  2.49902220e+00  4.55634586e+00  4.48854168e+00  2.43859275e+00  2.43932617e+00  2.43971194e+00 -2.21020555e-05 
 7.21400000e-04  2.49901610e+00  4.55638752e+00  4.48812151e+00  2.43817669e+00  2.43882957e+00  2.43917459e+00 -2.21058750e-05 
 7.26400000e-04  2.49901097e+00  4.55642279e+00  4.48776261e+00  2.43782192e+00  2.43839353e+00  2.43869744e+00 -2.21091407e-05 
 7.31400000e-04  2.49900682e+00  4.55645165e+00  4.48746537e+00  2.43752883e+00  2.43801855e+00  2.43828100e+00 -2.21118489e-05 
 7.36400000e-04  2.49900365e+00  4.55647407e+00  4.48723011e+00  2.43729775e+00  2.43770503e+00  2.43792574e+00 -2.21139966e-05 
 7.41400000e-04  2.49900146e+00  4.55649003e+00  4.48705711e+00  2.43712893e+00  2.43745332e+00  2.43763204e+00 -2.21155813e-05 
 7.46400000e-04  2.49900026e+00  4.55649951e+00  4.48694654e+00  2.43702255e+00  2.43726370e+00  2.43740024e+00 -2.21166014e-05 
 7.51400000e-04  2.49900004e+00  4.55650251e+00  4.48689853e+00  2.43697875e+00  2.43713639e+00  2.43723058e+00 -2.21170556e-05 
 7.56400000e-04  2.49900081e+00  4.55649902e+00  4.48691314e+00  2.43699755e+00  2.43707151e+00  2.43712326e+00 -2.21169434e-05 
 7.61400000e-04  2.49900256e+00  4.55648905e+00  4.48699034e+00  2.43707895e+00  2.43706914e+00  2.43707840e+00 -2.21162651e-05 
 7.66400000e-04  2.49900530e+00  4.55647261e+00  4.48713004e+00  2.43722284e+00  2.43712928e+00  2.43709603e+00 -2.21150213e-05 
 7.71400000e-04  2.49900903e+00  4.55644971e+00  4.48733210e+00  2.43742908e+00  2.43725187e+00  2.43717615e+00 -2.21132136e-05 
 7.76400000e-04  2.49901373e+00  4.55642036e+00  4.48759628e+00  2.43769743e+00  2.43743676e+00  2.43731866e+00 -2.21108439e-05 
 7.81400000e-04  2.49901940e+00  4.55638461e+00  4.48792230e+00  2.43802759e+00  2.43768376e+00  2.43752341e+00 -2.21079150e-05 
 7.86400000e-04  2.49902604e+00  4.55634248e+00  4.48830979e+00  2.43841919e+00  2.43799259e+00  2.43779016e+00 -2.21044301e-05 
 7.91400000e-04  2.49903364e+00  4.55629401e+00  4.48875832e+00  2.43887181e+00  2.43836290e+00  2.43811862e+00 -2.21003933e-05 
 7.96400000e-04  2.49904220e+00  4.55623924e+00  4.48926739e+00  2.43938495e+00  2.43879429e+00  2.43850843e+00 -2.20958091e-05 
 8.01400000e-04  2.49905170e+00  4.55617823e+00  4.48983645e+00  2.43995802e+00  2.43928627e+00  2.43895915e+00 -2.20906826e-05 
 8.06400000e-04  2.49906214e+00  4.55611103e+00  4.49046485e+00  2.44059041e+00  2.43983831e+00  2.43947029e+00 -2.20850197e-05 
 8.11400000e-04  2.49907350e+00  4.55603770e+00  4.49115192e+00  2.44128141e+00  2.44044980e+00  2.44004128e+00 -2.20788268e-05 
 8.16400000e-04  2.49908577e+00  4.55595831e+00  4.49189688e+00  2.44203026e+00  2.44112005e+00  2.44067149e+00 -2.20721108e-05 
 8.21400000e-04  2.49909895e+00  4.55587294e+00  4.49269891e+00  2.44283614e+00  2.44184833e+00  2.44136022e+00 -2.20648792e-05 
